district,address,area,orientation,room,living,bathroom,floor,rent,
珠海,香洲区,60,东,2,1,1,28,4000,
珠海,香洲区,130,南,3,2,1,19,4000,
珠海,香洲区,79,东南,1,1,1,58,4000,
珠海,香洲区,80,南,3,2,2,31,4000,
珠海,香洲区,130,南北,3,2,2,32,4000,
珠海,香洲区,89.5,南,3,2,1,30,4000,
珠海,香洲区,93,南北,3,2,2,11,4000,
珠海,香洲区,83,南,3,2,1,32,4000,
珠海,香洲区,60,东南,2,1,1,41,4000,
珠海,香洲区,110,南北,4,2,2,33,4000,
珠海,香洲区,82.94,东南,3,2,2,23,4000,
珠海,香洲区,61,南,1,1,1,34,4000,
珠海,香洲区,120,南,3,2,2,15,4000,
珠海,香洲区,100,东南,3,1,1,33,3999,
珠海,香洲区,83.7,东南,1,0,0,43,3900,
珠海,香洲区,116,西南,4,2,2,28,3900,
珠海,香洲区,71.22,西北,1,1,2,33,3900,
珠海,香洲区,85,东南,2,2,1,27,3900,
珠海,香洲区,98,东南,2,2,2,34,3900,
珠海,香洲区,91,西南,3,2,1,32,3900,
珠海,香洲区,150,南北,4,2,3,6,3900,
珠海,香洲区,79,南,1,1,1,58,3900,
珠海,香洲区,86,东南,2,1,1,30,3900,
珠海,香洲区,99,西南,4,2,1,32,3850,
珠海,香洲区,56,南,1,1,1,38,3800,
珠海,香洲区,200,南北,4,2,3,5,3800,
珠海,香洲区,168,南,4,2,2,7,3800,
珠海,斗门区,153,东南,4,2,2,31,3800,
珠海,香洲区,100,南,3,2,2,7,3800,
珠海,香洲区,88,南,2,2,1,37,3800,
珠海,香洲区,139.23,南北,3,2,2,5,3800,
珠海,香洲区,85,北东北,4,2,2,18,3800,
珠海,金湾区,138,南,4,2,2,25,3800,
珠海,金湾区,117.8,西南,4,2,1,33,3800,
珠海,香洲区,118,南,3,2,2,6,3800,
珠海,香洲区,82,南北,2,1,1,17,3800,
珠海,香洲区,100,东,2,2,1,15,3800,
珠海,香洲区,72,北,2,1,1,29,3800,
珠海,香洲区,75,西南,2,2,1,38,3800,
珠海,香洲区,85,北,2,2,1,11,3800,
珠海,香洲区,66,东,2,1,1,37,3800,
珠海,香洲区,111.02,南北,3,2,2,31,3800,
珠海,香洲区,85.5,南,2,2,1,18,3800,
珠海,香洲区,146,东南,3,2,2,24,3800,
珠海,香洲区,78,东,2,1,1,7,3800,
珠海,香洲区,61.85,南,2,2,2,22,3800,
珠海,金湾区,89,南,3,2,1,26,3800,
珠海,香洲区,117,南,3,2,2,6,3800,
珠海,香洲区,160,南,4,2,2,19,3800,
珠海,香洲区,79,东南,2,2,1,35,3800,
珠海,香洲区,92.74,西南,3,2,1,11,3800,
珠海,香洲区,87.73,东南,2,2,1,11,3800,
珠海,香洲区,100,东南,3,2,2,32,3800,
珠海,香洲区,91,西南,3,2,1,31,3800,
珠海,金湾区,108,东北,4,2,2,27,3800,
珠海,香洲区,100,东南,3,2,1,31,3800,
珠海,香洲区,45,东,1,1,1,31,3800,
珠海,香洲区,70,南,2,1,1,29,3800,
珠海,香洲区,127,南,3,2,2,24,3800,
珠海,香洲区,82,东南,2,2,1,24,3800,
珠海,香洲区,106,东南,3,2,2,8,3800,
珠海,香洲区,91,南,3,2,2,11,3800,
珠海,香洲区,63,南,2,1,1,13,3800,
珠海,香洲区,66,西北,1,1,2,33,3800,
珠海,香洲区,86,北,2,2,1,12,3800,
珠海,香洲区,99,东南,4,2,2,17,3800,
珠海,香洲区,183,西北,4,2,2,7,3800,
珠海,香洲区,142,西南,3,2,2,5,3800,
珠海,香洲区,90,南,3,2,2,38,3800,
珠海,香洲区,87.74,南,3,2,1,32,3800,
珠海,香洲区,153.4,东南,4,2,2,7,3800,
珠海,香洲区,159,南,3,2,2,31,3800,
珠海,香洲区,95.5,南,3,2,2,30,3800,
珠海,香洲区,94.91,北,2,2,1,30,3800,
珠海,香洲区,75,南,2,2,1,29,3800,
珠海,香洲区,143.1,南,3,2,2,25,3800,
珠海,香洲区,78,西南,1,2,1,31,3800,
珠海,香洲区,86,南,2,2,1,30,3800,
珠海,香洲区,71,南,2,1,1,33,3800,
珠海,香洲区,109,南北,3,2,2,32,3800,
珠海,香洲区,93,东南,3,2,2,38,3700,
珠海,香洲区,99.95,南,3,2,2,7,3700,
珠海,香洲区,70,南,1,2,1,51,3700,
珠海,香洲区,41,西,1,1,1,10,3700,
珠海,香洲区,77,南,3,2,1,28,3700,
珠海,香洲区,86,南,2,2,1,30,3700,
珠海,香洲区,88,南,2,2,1,37,3650,
珠海,香洲区,98,东南,3,2,2,30,3600,
珠海,香洲区,116,南,3,2,2,6,3600,
珠海,香洲区,82.57,南北,3,2,1,32,3600,
珠海,香洲区,103,东南,3,2,2,11,3600,
珠海,香洲区,89,东南,3,2,2,34,3600,
珠海,香洲区,80,西北,2,2,1,20,3600,
珠海,香洲区,118,东南,3,2,2,22,3600,
珠海,香洲区,35,南,1,1,1,23,3600,
珠海,香洲区,63,南,1,2,1,26,3600,
珠海,香洲区,63,南,2,1,1,26,3600,
珠海,香洲区,98,东南,3,2,2,31,3600,
珠海,香洲区,56,南,1,1,1,41,3600,
珠海,香洲区,83,南,1,1,1,26,3600,
珠海,香洲区,97,南,3,2,1,33,3600,
珠海,香洲区,110,南,4,2,2,34,3600,
珠海,香洲区,91,南,3,2,1,27,3600,
珠海,香洲区,97,南,3,2,2,33,3600,
珠海,香洲区,89,北,3,2,1,32,3600,
珠海,香洲区,46,东,1,1,1,29,3600,
珠海,香洲区,99,南,3,2,1,18,3600,
珠海,香洲区,89,东南,3,2,1,33,3600,
珠海,香洲区,38,南,1,1,1,26,3600,
珠海,香洲区,112,南北,3,2,2,5,3600,
珠海,香洲区,89,南北,3,2,2,17,3600,
珠海,香洲区,63,东,1,1,1,34,3600,
珠海,香洲区,57.59,西,1,1,1,30,3600,
珠海,香洲区,97,南,2,2,2,39,3600,
珠海,香洲区,110,南,4,2,2,34,3600,
珠海,金湾区,98,南,3,2,2,17,3600,
珠海,香洲区,65,北,2,2,1,18,3600,
珠海,香洲区,117,东南,3,2,2,6,3600,
珠海,香洲区,267,东南,5,2,2,22,3500,
珠海,香洲区,89,东南,3,2,1,33,3500,
珠海,香洲区,113,南,3,2,2,30,3500,
珠海,金湾区,130,南,3,2,2,18,3500,
珠海,香洲区,85,南,2,2,1,17,3500,
珠海,香洲区,140,南北,4,2,2,7,3500,
珠海,香洲区,88,南,2,2,1,30,3500,
珠海,香洲区,45.53,东南,1,1,1,29,3500,
珠海,香洲区,168,南,4,2,2,11,3500,
珠海,香洲区,88,南,2,2,1,28,3500,
珠海,香洲区,90,东南,3,2,1,17,3500,
珠海,香洲区,60,东南,2,1,1,28,3500,
珠海,金湾区,103,南,3,2,2,25,3500,
珠海,香洲区,83,东南,2,2,1,32,3500,
珠海,香洲区,40.27,南,1,2,2,10,3500,
珠海,香洲区,136.75,西北,4,2,2,7,3500,
珠海,香洲区,82,北,2,1,1,11,3500,
珠海,香洲区,84,南,2,2,1,17,3500,
珠海,香洲区,71,南,2,2,1,33,3500,
珠海,香洲区,96,南,3,2,1,39,3500,
珠海,金湾区,136,东南,4,2,2,30,3500,
珠海,金湾区,137,南北,4,2,2,32,3500,
珠海,斗门区,143,南北,4,2,2,33,3500,
珠海,金湾区,115,南,3,2,2,23,3500,
珠海,香洲区,60,东南,2,1,1,17,3500,
珠海,香洲区,75.42,南,2,2,1,32,3500,
珠海,香洲区,88,东南,2,2,1,39,3500,
珠海,金湾区,99.6,西南,3,2,2,34,3500,
珠海,香洲区,99.73,东南,3,2,2,32,3500,
珠海,香洲区,83.56,南,2,2,1,21,3500,
珠海,金湾区,123,南,4,2,2,26,3500,
珠海,金湾区,97,南,3,2,2,33,3500,
珠海,香洲区,78,东,1,1,1,26,3500,
珠海,香洲区,120,南,3,2,2,6,3500,
珠海,金湾区,142.3,南,4,2,2,18,3500,
珠海,金湾区,110,南,3,2,2,33,3500,
珠海,香洲区,45,北,1,0,1,51,3500,
珠海,香洲区,74,东南,2,1,1,11,3500,
珠海,香洲区,90,西南,2,1,1,11,3500,
珠海,香洲区,41.01,北,1,1,1,28,3500,
珠海,香洲区,111.02,东南,3,1,2,7,3500,
珠海,香洲区,50,南,1,0,1,39,3500,
珠海,香洲区,111.91,北,3,2,2,11,3500,
珠海,香洲区,129,南,3,2,2,9,3500,
珠海,香洲区,75,南,3,2,1,24,3500,
珠海,香洲区,68,南,1,1,1,1,3500,
珠海,金湾区,106,南北,3,2,2,32,3500,
珠海,香洲区,79.99,北,3,2,1,38,3500,
珠海,香洲区,58,东,1,1,1,41,3500,
珠海,香洲区,79,北,2,2,1,24,3500,
珠海,香洲区,76,东南,2,2,1,11,3500,
珠海,金湾区,126,南北,4,2,2,28,3500,
珠海,香洲区,86,南,2,2,1,39,3500,
珠海,香洲区,82.5,南,2,2,1,31,3500,
珠海,香洲区,93,南北,3,1,1,32,3500,
珠海,香洲区,63,南,2,1,1,33,3500,
珠海,香洲区,96.88,东南,3,2,1,39,3500,
珠海,香洲区,103,南,3,1,1,7,3500,
珠海,香洲区,50,东,1,1,1,41,3500,
珠海,香洲区,85,南,2,2,1,19,3500,
珠海,香洲区,65,东北,2,1,1,17,3500,
珠海,香洲区,55,南,1,0,1,41,3500,
珠海,香洲区,84,东南,2,2,1,18,3500,
珠海,金湾区,104,南,3,2,2,26,3500,
珠海,斗门区,200,南北,4,2,2,6,3500,
珠海,香洲区,101,北,3,2,2,11,3500,
珠海,香洲区,68,东南,2,2,1,28,3500,
珠海,香洲区,45,东南,1,1,1,31,3500,
珠海,香洲区,69.9,东南,2,2,1,27,3500,
珠海,香洲区,69.79,南,2,1,1,29,3500,
珠海,香洲区,106,南,3,2,2,16,3500,
珠海,香洲区,40.23,南,1,2,2,10,3500,
珠海,香洲区,140,南,3,2,2,5,3500,
珠海,香洲区,68,南,1,1,1,28,3500,
珠海,香洲区,110,南,4,2,2,8,3500,
珠海,香洲区,77,南,3,2,1,30,3500,
珠海,香洲区,72,西南,2,2,1,33,3500,
珠海,香洲区,86,东南,3,1,1,32,3500,
珠海,香洲区,73.8,南,2,2,1,29,3500,
珠海,香洲区,103,南,3,2,2,7,3500,
珠海,香洲区,116,西北,3,2,2,12,3500,
珠海,香洲区,128,南,3,2,2,17,3500,
珠海,香洲区,60,东北,1,1,1,13,3500,
珠海,香洲区,76,南,2,2,1,27,3500,
珠海,香洲区,90,南,3,2,1,11,3500,
珠海,香洲区,99,南,3,2,2,32,3500,
珠海,香洲区,65.88,南,1,1,1,27,3500,
珠海,香洲区,75,南,1,1,1,27,3500,
珠海,香洲区,76.1,南,2,2,1,33,3500,
珠海,香洲区,118,南北,3,2,2,7,3500,
珠海,香洲区,142,南北,3,2,2,17,3400,
珠海,香洲区,60,南,1,1,1,26,3400,
珠海,香洲区,170,南,3,2,2,6,3400,
珠海,香洲区,91.3,北,3,2,1,31,3400,
珠海,香洲区,91,东南,3,2,1,38,3400,
珠海,香洲区,113,南,3,2,2,5,3400,
珠海,香洲区,96,南,3,2,2,18,3400,
珠海,香洲区,90,南北,3,2,1,26,3400,
珠海,香洲区,50,东,1,1,1,12,3400,
珠海,香洲区,89,东南,2,2,1,17,3300,
珠海,香洲区,91,东南,3,2,1,22,3300,
珠海,香洲区,41,南,1,2,2,10,3300,
珠海,香洲区,91.36,南,3,2,1,32,3300,
珠海,香洲区,60,南,1,1,1,39,3300,
珠海,香洲区,63,西北,1,1,1,58,3300,
珠海,香洲区,41,北,1,2,1,10,3300,
珠海,香洲区,92.06,东南,3,2,2,38,3300,
珠海,香洲区,70,东南,2,1,1,30,3300,
珠海,香洲区,84,东南,2,2,1,9,3300,
珠海,香洲区,89,东南,3,2,2,17,3300,
珠海,香洲区,110,南,3,2,2,6,3300,
珠海,香洲区,90,南,3,2,1,7,3300,
珠海,香洲区,110,南,3,2,1,30,3300,
珠海,香洲区,108,南北,3,2,2,29,3300,
珠海,香洲区,74,南,3,2,1,32,3300,
珠海,香洲区,99.3,南,3,2,2,31,3300,
珠海,香洲区,75.42,东南,2,2,1,32,3300,
珠海,香洲区,45,东南,1,1,1,21,3300,
珠海,香洲区,62,西南,1,1,1,26,3300,
珠海,香洲区,96,西北,3,2,2,21,3300,
珠海,香洲区,58,西南,1,1,1,41,3300,
珠海,香洲区,111,南,3,2,1,7,3300,
珠海,香洲区,85,东南,3,2,1,6,3300,
珠海,香洲区,70,南,2,1,1,29,3300,
珠海,香洲区,70,东,2,2,1,29,3300,
珠海,香洲区,110,南,3,2,2,6,3300,
珠海,香洲区,125,东南,4,2,2,7,3300,
珠海,香洲区,87.7,东南,3,2,2,26,3300,
珠海,香洲区,89,南,3,2,1,7,3300,
珠海,香洲区,41,南,1,1,2,10,3300,
珠海,香洲区,81,南,2,2,1,29,3300,
珠海,香洲区,96,南,3,2,1,7,3300,
珠海,香洲区,43,东南,1,1,1,29,3300,
珠海,香洲区,84.54,南,3,2,1,38,3300,
珠海,香洲区,100,东南西,3,2,1,7,3300,
珠海,香洲区,65,东南,2,2,1,22,3200,
珠海,香洲区,150,南,4,2,2,7,3200,
珠海,香洲区,97,南,3,2,2,11,3200,
珠海,香洲区,140,东南,4,2,2,34,3200,
珠海,香洲区,48.5,东南,1,0,1,26,3200,
珠海,香洲区,85,南,3,2,2,17,3200,
珠海,香洲区,60,南,1,0,1,39,3200,
珠海,香洲区,104,西南,3,2,1,7,3200,
珠海,香洲区,83,东南,3,2,1,21,3200,
珠海,斗门区,129,东南,4,2,2,17,3200,
珠海,香洲区,75,南,2,1,1,27,3200,
珠海,香洲区,41,东,1,1,1,28,3200,
珠海,香洲区,93,南,3,2,1,33,3200,
珠海,香洲区,40,南,1,0,1,26,3200,
珠海,香洲区,72.63,北,2,2,1,11,3200,
珠海,香洲区,63,东南,1,1,1,58,3200,
珠海,香洲区,41,东,1,1,1,33,3200,
珠海,金湾区,142,东,3,2,3,31,3200,
珠海,香洲区,48,东,1,1,1,39,3200,
珠海,香洲区,103,南,3,2,2,18,3200,
珠海,香洲区,42.11,北,1,0,1,23,3200,
珠海,金湾区,124,南,4,2,2,30,3200,
珠海,香洲区,45.6,西南,1,0,1,31,3200,
珠海,金湾区,103,南,3,2,2,25,3200,
珠海,香洲区,75,北,3,1,1,25,3200,
珠海,香洲区,89,南,3,2,1,7,3200,
珠海,香洲区,68,东南,2,2,1,20,3200,
珠海,香洲区,56.73,南,1,0,1,41,3200,
珠海,金湾区,130,南北,4,2,2,20,3200,
珠海,香洲区,90.02,北,3,1,1,38,3200,
珠海,香洲区,80.8,北,2,1,1,9,3200,
珠海,香洲区,81,南,2,2,1,17,3200,
珠海,香洲区,49,西南,1,1,1,19,3200,
珠海,香洲区,75,南,3,1,1,30,3200,
珠海,香洲区,56,北,2,1,1,21,3200,
珠海,香洲区,116,南,4,2,2,7,3200,
珠海,香洲区,55,东南,1,1,1,41,3200,
珠海,香洲区,41,南,1,1,1,28,3200,
珠海,香洲区,85,东南东北,3,2,1,38,3200,
珠海,香洲区,44,东北,2,1,1,18,3200,
珠海,香洲区,59.76,东南,2,1,1,15,3200,
珠海,香洲区,40,东南,1,1,1,19,3200,
珠海,香洲区,77.5,东南,2,1,1,31,3200,
珠海,香洲区,25,北,1,0,1,52,3200,
珠海,香洲区,49.46,西南,1,1,1,27,3200,
珠海,香洲区,100,南北,5,1,1,7,3100,
珠海,香洲区,35,南,1,0,1,28,3100,
珠海,香洲区,96,南,3,2,1,34,3100,
珠海,香洲区,49,东南,1,2,1,19,3100,
珠海,香洲区,89,南,3,2,1,7,3100,
珠海,香洲区,52,南,1,1,1,23,3055,
珠海,香洲区,54,东东北,1,1,1,15,3000,
珠海,香洲区,126,南,3,2,2,26,3000,
珠海,香洲区,101,南,3,2,1,7,3000,
珠海,香洲区,68,东南,2,2,1,22,3000,
珠海,香洲区,87,南,3,2,1,7,3000,
珠海,香洲区,100,南,3,2,2,31,3000,
珠海,香洲区,45,南,1,1,1,15,3000,
珠海,香洲区,89.5,北,3,2,2,7,3000,
珠海,香洲区,40,南北,1,0,1,11,3000,
珠海,香洲区,108.9,东南,4,2,2,17,3000,
珠海,香洲区,60,东,2,2,1,29,3000,
珠海,香洲区,207,东南,3,2,2,25,3000,
珠海,香洲区,85,东北,3,2,1,17,3000,
珠海,香洲区,45,南,1,1,1,19,3000,
珠海,香洲区,89,北,3,2,1,7,3000,
珠海,香洲区,63,南,1,0,1,58,3000,
珠海,金湾区,99,东南,3,2,2,32,3000,
珠海,金湾区,142.08,东南,4,2,2,31,3000,
珠海,金湾区,57,南,2,2,2,9,3000,
珠海,金湾区,114.47,东南,3,2,2,31,3000,
珠海,香洲区,58.6,南,2,1,1,18,3000,
珠海,金湾区,37.54,东,1,1,1,9,3000,
珠海,斗门区,126,南,4,2,2,25,3000,
珠海,香洲区,88,南,3,2,1,7,3000,
珠海,香洲区,45,东,1,1,1,39,3000,
珠海,香洲区,35,南,1,0,1,28,3000,
珠海,香洲区,48,东南,1,1,1,29,3000,
珠海,斗门区,136,东南,4,2,2,32,3000,
珠海,香洲区,44.8,北,1,1,1,27,3000,
珠海,香洲区,49,南,1,1,1,11,3000,
珠海,香洲区,100,南,3,2,2,31,3000,
珠海,香洲区,50,西南,1,1,1,19,3000,
珠海,香洲区,50,南,1,1,1,19,3000,
珠海,香洲区,102,南,1,0,0,32,3000,
珠海,香洲区,95,南,3,2,1,18,3000,
珠海,斗门区,145,南,3,2,2,26,3000,
珠海,香洲区,86,南,2,2,1,39,3000,
珠海,香洲区,90.67,东北,3,2,1,28,3000,
珠海,香洲区,40,西,1,0,1,26,3000,
珠海,香洲区,98,南,3,2,1,8,3000,
珠海,香洲区,37,南,1,1,1,24,3000,
珠海,香洲区,89,南,3,2,1,18,3000,
珠海,香洲区,105.52,南北,3,2,2,11,3000,
珠海,金湾区,120,东南,4,2,2,33,3000,
珠海,香洲区,72,南北,2,2,1,7,3000,
珠海,香洲区,106,东南,1,1,1,17,3000,
珠海,香洲区,90,南,1,0,1,32,3000,
珠海,香洲区,104,西西北,3,2,2,8,3000,
珠海,香洲区,102,东南,3,2,1,6,3000,
珠海,香洲区,56,北,1,1,1,37,3000,
珠海,金湾区,126,南北,4,2,2,31,3000,
珠海,香洲区,49,东,1,1,1,26,3000,
珠海,香洲区,85,南北,3,2,1,17,3000,
珠海,香洲区,113,南,3,2,2,18,3000,
珠海,斗门区,91.62,东南,3,2,2,16,3000,
珠海,香洲区,140,东南,4,2,1,8,3000,
珠海,香洲区,59,北,2,1,1,30,3000,
珠海,香洲区,102,南,3,2,2,8,3000,
珠海,香洲区,83,南西,3,2,2,7,3000,
珠海,香洲区,49,南,1,1,1,26,3000,
珠海,香洲区,39,南,1,1,1,26,3000,
珠海,香洲区,100,南,3,2,1,5,3000,
珠海,香洲区,83,南,2,2,1,17,3000,
珠海,香洲区,79,东南,2,1,1,16,3000,
珠海,香洲区,51.01,东南,1,2,1,23,3000,
珠海,香洲区,51.01,东,1,2,1,23,3000,
珠海,香洲区,69,东南,2,1,1,23,3000,
珠海,香洲区,92,东北,2,1,1,17,3000,
珠海,香洲区,135,南,4,2,2,32,3000,
珠海,香洲区,91,南,3,2,2,10,3000,
珠海,香洲区,122.75,南,3,2,2,7,3000,
珠海,香洲区,114,南,3,2,2,31,3000,
珠海,香洲区,74,东,2,1,1,27,3000,
珠海,香洲区,42,南,1,0,1,30,3000,
珠海,香洲区,118,东南,4,2,2,6,3000,
珠海,斗门区,118.4,南北,4,2,2,23,3000,
珠海,香洲区,40,东南,1,1,1,19,3000,
珠海,香洲区,87,西南,3,2,2,31,3000,
珠海,香洲区,69,东南,2,2,1,18,3000,
珠海,香洲区,99,南,3,2,2,17,3000,
珠海,香洲区,60,东南,2,1,1,28,3000,
珠海,香洲区,45,南,1,2,1,18,3000,
珠海,香洲区,83,东南,1,1,1,26,3000,
珠海,香洲区,120,南北,3,2,2,7,2900,
珠海,斗门区,130,南,5,2,2,28,2900,
珠海,斗门区,109,东南,4,2,2,31,2900,
珠海,香洲区,115,东北,3,2,2,38,2900,
珠海,香洲区,58.38,东南,1,0,1,25,2900,
珠海,香洲区,88,南,2,2,1,9,2900,
珠海,香洲区,120,南,4,2,2,8,2900,
珠海,金湾区,142,东南,4,2,2,31,2900,
珠海,金湾区,103,南,4,2,2,33,2900,
珠海,香洲区,43.28,南,1,1,1,33,2900,
珠海,斗门区,135,东北,4,2,2,12,2900,
珠海,香洲区,2900,南,1,2,1,26,2900,
珠海,香洲区,98,东南,3,2,2,25,2900,
珠海,香洲区,103,南,3,2,1,7,2900,
珠海,香洲区,61,南,1,1,1,20,2900,
珠海,香洲区,119,南北,3,2,2,7,2800,
珠海,香洲区,85,东南,3,2,1,7,2800,
珠海,香洲区,65,南,2,2,1,11,2800,
珠海,金湾区,110,南北,3,2,2,17,2800,
珠海,香洲区,100,北,3,2,2,31,2800,
珠海,香洲区,112,南,3,2,2,7,2800,
珠海,香洲区,99.69,南北,3,2,2,31,2800,
珠海,香洲区,38,西北,1,1,1,19,2800,
珠海,香洲区,42,东南,1,0,1,30,2800,
珠海,香洲区,70.4,西,1,0,1,27,2800,
珠海,香洲区,45,南,1,1,1,28,2800,
珠海,香洲区,25,北,1,0,1,52,2800,
珠海,香洲区,65,西北,2,2,1,38,2800,
珠海,香洲区,49,东南,1,1,1,26,2800,
珠海,香洲区,93,东南,3,2,2,7,2800,
珠海,香洲区,104,南北,3,2,2,6,2800,
珠海,香洲区,68,东南,2,2,1,6,2800,
珠海,金湾区,105.59,南,3,2,2,32,2800,
珠海,香洲区,110,南,3,2,1,6,2800,
珠海,香洲区,102,南,3,2,2,7,2800,
珠海,香洲区,79,北,2,2,1,10,2800,
珠海,香洲区,64.5,东北,2,2,1,37,2800,
珠海,金湾区,137.4,东南,3,2,2,18,2800,
珠海,香洲区,120,南,3,2,2,7,2800,
珠海,香洲区,90,东南,3,2,2,7,2800,
珠海,香洲区,40,南,1,1,1,27,2800,
珠海,香洲区,78,南,2,2,1,7,2800,
珠海,香洲区,48,东南,1,1,1,29,2800,
珠海,金湾区,129,南,4,2,2,28,2800,
珠海,香洲区,56.35,南,1,1,1,20,2800,
珠海,金湾区,122,东南,4,2,2,18,2800,
珠海,香洲区,39.18,南,1,0,1,26,2800,
珠海,香洲区,65,东北,2,2,1,5,2800,
珠海,香洲区,100,南,3,2,1,7,2800,
珠海,香洲区,38,东南,1,0,1,19,2800,
珠海,金湾区,95,南北,3,2,2,33,2800,
珠海,香洲区,41,南,2,1,1,22,2800,
珠海,香洲区,79,南,3,2,1,38,2800,
珠海,香洲区,42.77,东,1,1,1,21,2800,
珠海,香洲区,100,东南,4,2,1,8,2800,
珠海,香洲区,98,南,3,2,1,6,2800,
珠海,香洲区,90,南,3,2,2,17,2800,
珠海,香洲区,38,南,1,1,1,23,2800,
珠海,香洲区,95,东南,3,2,1,17,2800,
珠海,香洲区,70,东南,1,1,1,27,2800,
珠海,香洲区,92,西南,2,2,1,34,2800,
珠海,香洲区,88,东南,2,2,1,39,2800,
珠海,香洲区,91.49,南北,3,2,1,31,2800,
珠海,香洲区,47,南,1,1,1,39,2800,
珠海,香洲区,114,南,3,2,1,6,2800,
珠海,香洲区,42,南,1,1,1,3,2800,
珠海,香洲区,43,东,1,1,1,30,2800,
珠海,香洲区,86.29,南,3,2,1,6,2800,
珠海,金湾区,92,西南,3,2,1,32,2800,
珠海,香洲区,90.57,南,3,2,1,7,2800,
珠海,香洲区,45,南,1,1,1,24,2800,
珠海,香洲区,100,北,3,2,1,7,2800,
珠海,香洲区,52,南,1,1,1,30,2800,
珠海,金湾区,89,南,3,2,2,27,2800,
珠海,香洲区,70.29,东南,2,1,1,7,2800,
珠海,香洲区,67,北,2,2,1,21,2800,
珠海,香洲区,47.4,东南,2,1,1,26,2800,
珠海,香洲区,78,东南,2,2,1,31,2750,
珠海,香洲区,85,东南,3,2,1,17,2750,
珠海,香洲区,111.68,东南,3,2,2,7,2700,
珠海,香洲区,74,南,2,1,1,5,2700,
珠海,香洲区,43,西,1,0,1,23,2700,
珠海,香洲区,42,东南,2,1,1,22,2700,
珠海,香洲区,42,东南,1,0,1,23,2700,
珠海,香洲区,93,南,3,2,1,8,2700,
珠海,香洲区,42,南,1,1,1,30,2700,
珠海,香洲区,42,北,1,0,1,27,2700,
珠海,香洲区,47.58,南,1,1,1,39,2700,
珠海,香洲区,65,南,2,2,1,37,2700,
珠海,香洲区,85,南,3,2,1,8,2700,
珠海,香洲区,72,南,2,2,1,8,2700,
珠海,香洲区,36,东南,1,1,1,23,2700,
珠海,香洲区,51,北,1,1,1,17,2700,
珠海,香洲区,65,东南,2,2,1,23,2680,
珠海,斗门区,140,南,3,2,2,34,2680,
珠海,香洲区,92,南北,3,2,1,31,2650,
珠海,香洲区,47,南,2,1,1,25,2650,
珠海,金湾区,96,东南,3,2,2,17,2600,
珠海,香洲区,108,南,3,2,1,7,2600,
珠海,香洲区,113.26,北,3,2,2,7,2600,
珠海,香洲区,100,南,3,1,1,6,2600,
珠海,金湾区,98,南,3,2,2,11,2600,
珠海,斗门区,99.49,东北,4,2,2,28,2600,
珠海,金湾区,121,东西北,3,2,2,32,2600,
珠海,香洲区,64,南,2,1,1,32,2600,
珠海,香洲区,40,南,2,1,1,22,2600,
珠海,斗门区,118,南,3,2,2,33,2600,
珠海,斗门区,120,南,3,2,2,11,2600,
珠海,香洲区,37.28,南,1,1,1,23,2600,
珠海,香洲区,89,南,4,2,1,7,2600,
珠海,香洲区,36.8,西,1,1,1,16,2600,
珠海,香洲区,90,东南,2,2,2,7,2600,
珠海,香洲区,46.7,北,1,0,1,29,2600,
珠海,香洲区,44,南,1,1,1,27,2600,
珠海,香洲区,140,南北,4,2,2,6,2600,
珠海,香洲区,47,南,1,0,1,39,2600,
珠海,香洲区,52,北,1,1,1,20,2600,
珠海,香洲区,33,南,1,1,1,19,2600,
珠海,香洲区,65,东,2,1,1,9,2600,
珠海,斗门区,118,南北,4,2,2,32,2600,
珠海,金湾区,115.8,南北,3,2,2,26,2600,
珠海,香洲区,90,西北,2,1,1,28,2600,
珠海,香洲区,40,南,1,1,1,22,2600,
珠海,香洲区,80,南,3,2,1,7,2600,
珠海,金湾区,121,东南,3,2,2,32,2600,
珠海,香洲区,48.9,南,1,1,1,29,2600,
珠海,斗门区,99.81,南,3,2,2,32,2600,
珠海,金湾区,94,南,3,2,1,30,2600,
珠海,斗门区,114,南,3,2,2,34,2600,
珠海,香洲区,98,东南,3,2,1,7,2600,
珠海,金湾区,95.35,东南,3,2,1,11,2600,
珠海,斗门区,104.9,西南,3,1,2,32,2600,
珠海,香洲区,47,南,1,1,1,39,2600,
珠海,香洲区,47,东南,1,1,1,38,2600,
珠海,香洲区,74,北,2,2,1,7,2600,
珠海,香洲区,98,南,3,2,2,5,2600,
珠海,香洲区,36,南,1,1,1,18,2600,
珠海,香洲区,86,南,3,2,1,7,2600,
珠海,香洲区,43.43,北,1,0,1,30,2600,
